:START_ID,:END_ID,:TYPE
HKAS,29a6c443de62cb76bbc3df2757f3cf53c0198e814b15a6116f48a7eccd41e937,Source
Accreditation Service,29a6c443de62cb76bbc3df2757f3cf53c0198e814b15a6116f48a7eccd41e937,Source
HKGBC,29a6c443de62cb76bbc3df2757f3cf53c0198e814b15a6116f48a7eccd41e937,Source
Green Building Council,29a6c443de62cb76bbc3df2757f3cf53c0198e814b15a6116f48a7eccd41e937,Source
HOKLAS,29a6c443de62cb76bbc3df2757f3cf53c0198e814b15a6116f48a7eccd41e937,Source
Laboratory Accreditation Scheme,29a6c443de62cb76bbc3df2757f3cf53c0198e814b15a6116f48a7eccd41e937,Source
IARC,29a6c443de62cb76bbc3df2757f3cf53c0198e814b15a6116f48a7eccd41e937,Source
Cancer Research,29a6c443de62cb76bbc3df2757f3cf53c0198e814b15a6116f48a7eccd41e937,Source
ISO,29a6c443de62cb76bbc3df2757f3cf53c0198e814b15a6116f48a7eccd41e937,Source
Organisations,29a6c443de62cb76bbc3df2757f3cf53c0198e814b15a6116f48a7eccd41e937,Source
MSDS,29a6c443de62cb76bbc3df2757f3cf53c0198e814b15a6116f48a7eccd41e937,Source
Safety Data,29a6c443de62cb76bbc3df2757f3cf53c0198e814b15a6116f48a7eccd41e937,Source
Shading coefficient,29a6c443de62cb76bbc3df2757f3cf53c0198e814b15a6116f48a7eccd41e937,Source
solar heat gain,29a6c443de62cb76bbc3df2757f3cf53c0198e814b15a6116f48a7eccd41e937,Source
Single glazing,29a6c443de62cb76bbc3df2757f3cf53c0198e814b15a6116f48a7eccd41e937,Source
single sheet of glass,29a6c443de62cb76bbc3df2757f3cf53c0198e814b15a6116f48a7eccd41e937,Source
Solar heat gain coefficient,29a6c443de62cb76bbc3df2757f3cf53c0198e814b15a6116f48a7eccd41e937,Source
Standard single glazing,29a6c443de62cb76bbc3df2757f3cf53c0198e814b15a6116f48a7eccd41e937,Source
3mm clear float glass,29a6c443de62cb76bbc3df2757f3cf53c0198e814b15a6116f48a7eccd41e937,Source
Third-party,29a6c443de62cb76bbc3df2757f3cf53c0198e814b15a6116f48a7eccd41e937,Source
product or service,29a6c443de62cb76bbc3df2757f3cf53c0198e814b15a6116f48a7eccd41e937,Source
heat transfer,29a6c443de62cb76bbc3df2757f3cf53c0198e814b15a6116f48a7eccd41e937,Source
Visible light transmittance,29a6c443de62cb76bbc3df2757f3cf53c0198e814b15a6116f48a7eccd41e937,Source
visible light transmission,29a6c443de62cb76bbc3df2757f3cf53c0198e814b15a6116f48a7eccd41e937,Source
A product to be assessed should meet all the minimum requirements of the 'Core Criteria'.,29a6c443de62cb76bbc3df2757f3cf53c0198e814b15a6116f48a7eccd41e937,Source
be awarded a 'Green' Label under the Scheme.,29a6c443de62cb76bbc3df2757f3cf53c0198e814b15a6116f48a7eccd41e937,Source
Bonus points may be awarded if the product meets the 'Non-core Criteria'.,29a6c443de62cb76bbc3df2757f3cf53c0198e814b15a6116f48a7eccd41e937,Source
"a 'Bronze', 'Silver', 'Gold' or 'Platinum' Label will be awarded according to the total points accumulated.",29a6c443de62cb76bbc3df2757f3cf53c0198e814b15a6116f48a7eccd41e937,Source
All submissions and documentations shall be endorsed by the Chief Executive Officer or other authorised.,29a6c443de62cb76bbc3df2757f3cf53c0198e814b15a6116f48a7eccd41e937,Source
submissions are considered complete.,29a6c443de62cb76bbc3df2757f3cf53c0198e814b15a6116f48a7eccd41e937,Source
A product to be assessed should meet all the minimum requirements of the 'Core Criteria' to be awarded a 'Green' Label under the Scheme.,29a6c443de62cb76bbc3df2757f3cf53c0198e814b15a6116f48a7eccd41e937,Source
Core Criteria,29a6c443de62cb76bbc3df2757f3cf53c0198e814b15a6116f48a7eccd41e937,Source
Non-core Criteria,29a6c443de62cb76bbc3df2757f3cf53c0198e814b15a6116f48a7eccd41e937,Source
"A 'Bronze', 'Silver', 'Gold' or 'Platinum' Label will be awarded according to the total points accumulated.",29a6c443de62cb76bbc3df2757f3cf53c0198e814b15a6116f48a7eccd41e937,Source
Bronze Label,29a6c443de62cb76bbc3df2757f3cf53c0198e814b15a6116f48a7eccd41e937,Source
Silver Label,29a6c443de62cb76bbc3df2757f3cf53c0198e814b15a6116f48a7eccd41e937,Source
Gold Label,29a6c443de62cb76bbc3df2757f3cf53c0198e814b15a6116f48a7eccd41e937,Source
Platinum Label,29a6c443de62cb76bbc3df2757f3cf53c0198e814b15a6116f48a7eccd41e937,Source
points,29a6c443de62cb76bbc3df2757f3cf53c0198e814b15a6116f48a7eccd41e937,Source
All submissions and documentations shall be endorsed by the Chief Executive Officer or other authorised persons.,29a6c443de62cb76bbc3df2757f3cf53c0198e814b15a6116f48a7eccd41e937,Source
submissions,29a6c443de62cb76bbc3df2757f3cf53c0198e814b15a6116f48a7eccd41e937,Source
documentations,29a6c443de62cb76bbc3df2757f3cf53c0198e814b15a6116f48a7eccd41e937,Source
Chief Executive Officer,29a6c443de62cb76bbc3df2757f3cf53c0198e814b15a6116f48a7eccd41e937,Source
authorised persons,29a6c443de62cb76bbc3df2757f3cf53c0198e814b15a6116f48a7eccd41e937,Source
Applicant,eebfa401e41ef29fe5e06b44440cd6116449d3b8233ec574e4de8a527dbf47fe,Source
conformance to assessment criteria,eebfa401e41ef29fe5e06b44440cd6116449d3b8233ec574e4de8a527dbf47fe,Source
Certification,eebfa401e41ef29fe5e06b44440cd6116449d3b8233ec574e4de8a527dbf47fe,Source
valid during assessment process,eebfa401e41ef29fe5e06b44440cd6116449d3b8233ec574e4de8a527dbf47fe,Source
Laboratory report,eebfa401e41ef29fe5e06b44440cd6116449d3b8233ec574e4de8a527dbf47fe,Source
Validity,eebfa401e41ef29fe5e06b44440cd6116449d3b8233ec574e4de8a527dbf47fe,Source
5 years from date of issue,eebfa401e41ef29fe5e06b44440cd6116449d3b8233ec574e4de8a527dbf47fe,Source
Chemical tests,eebfa401e41ef29fe5e06b44440cd6116449d3b8233ec574e4de8a527dbf47fe,Source
third party or manufacturer,eebfa401e41ef29fe5e06b44440cd6116449d3b8233ec574e4de8a527dbf47fe,Source
Third party or manufacturer,eebfa401e41ef29fe5e06b44440cd6116449d3b8233ec574e4de8a527dbf47fe,Source
ISO17025 certification,eebfa401e41ef29fe5e06b44440cd6116449d3b8233ec574e4de8a527dbf47fe,Source
"quality, safety, air leakage and other functional requirements",eebfa401e41ef29fe5e06b44440cd6116449d3b8233ec574e4de8a527dbf47fe,Source
Glass manufacturer,eebfa401e41ef29fe5e06b44440cd6116449d3b8233ec574e4de8a527dbf47fe,Source
Tests,eebfa401e41ef29fe5e06b44440cd6116449d3b8233ec574e4de8a527dbf47fe,Source
ISO 17025 certification,eebfa401e41ef29fe5e06b44440cd6116449d3b8233ec574e4de8a527dbf47fe,Source
valid certificates of ISO14001 or EMAS,eebfa401e41ef29fe5e06b44440cd6116449d3b8233ec574e4de8a527dbf47fe,Source
Targets,eebfa401e41ef29fe5e06b44440cd6116449d3b8233ec574e4de8a527dbf47fe,Source
environmental impacts during manufacturing,eebfa401e41ef29fe5e06b44440cd6116449d3b8233ec574e4de8a527dbf47fe,Source
Product manufacturer,eebfa401e41ef29fe5e06b44440cd6116449d3b8233ec574e4de8a527dbf47fe,Source
essential information with each delivery,eebfa401e41ef29fe5e06b44440cd6116449d3b8233ec574e4de8a527dbf47fe,Source
The validity of all laboratory report and documentation shall be 5 years from the date of issue.,eebfa401e41ef29fe5e06b44440cd6116449d3b8233ec574e4de8a527dbf47fe,Source
"All certification, laboratory report and documentation must be valid during the assessment process and labelling period.",eebfa401e41ef29fe5e06b44440cd6116449d3b8233ec574e4de8a527dbf47fe,Source
The chemical tests should be conducted by either a third party or the manufacturer who has received the ISO17025 certification or relevant national accreditation systems.,eebfa401e41ef29fe5e06b44440cd6116449d3b8233ec574e4de8a527dbf47fe,Source
"The product shall fulfil the quality, safety, air leakage and other functional requirements according to the British Standards (BS), BS EN (European Standard), American Society for Testing and Materials (ASTM), Chinese National Standard (GB) or equivalent national standards.",eebfa401e41ef29fe5e06b44440cd6116449d3b8233ec574e4de8a527dbf47fe,Source
The product earns 5 Points (Non-Core Criterion) for Serviceability.,eebfa401e41ef29fe5e06b44440cd6116449d3b8233ec574e4de8a527dbf47fe,Source
Glass manufacturer shall provide a 10-year guarantee covering functions and quality according to relevant standards.,eebfa401e41ef29fe5e06b44440cd6116449d3b8233ec574e4de8a527dbf47fe,Source
"The product shall fulfil the quality, safety, air leakage and other functional requirements according to the British Standards.",eebfa401e41ef29fe5e06b44440cd6116449d3b8233ec574e4de8a527dbf47fe,Source
The tests should be conducted by either a third party or manufacturer who has received ISO 17025 certification or national accreditation systems.,eebfa401e41ef29fe5e06b44440cd6116449d3b8233ec574e4de8a527dbf47fe,Source
Verification requires laboratory test report(s) for all relevant quality and performance tests.,eebfa401e41ef29fe5e06b44440cd6116449d3b8233ec574e4de8a527dbf47fe,Source
Manufacturer of the products shall possess valid certificates of ISO14001 or the EU Eco-Management and Audit Scheme (EMAS).,eebfa401e41ef29fe5e06b44440cd6116449d3b8233ec574e4de8a527dbf47fe,Source
The manufacturer earns 5 Points (Non-Core Criterion) for Environmental Management System.,eebfa401e41ef29fe5e06b44440cd6116449d3b8233ec574e4de8a527dbf47fe,Source
Targets shall be set to reduce the environmental impacts during the manufacturing process.,eebfa401e41ef29fe5e06b44440cd6116449d3b8233ec574e4de8a527dbf47fe,Source
A valid ISO14001 or EMAS Certificate issued by local or overseas accredited certification bodies is required.,eebfa401e41ef29fe5e06b44440cd6116449d3b8233ec574e4de8a527dbf47fe,Source
Verification of the Environmental Management System requires certification.,eebfa401e41ef29fe5e06b44440cd6116449d3b8233ec574e4de8a527dbf47fe,Source
The essential information shall be provided by the product manufacturer with each delivery of the glazing products or made available to the public.,eebfa401e41ef29fe5e06b44440cd6116449d3b8233ec574e4de8a527dbf47fe,Source
The product earns 5 Points (Core Criterion) for Product Information.,eebfa401e41ef29fe5e06b44440cd6116449d3b8233ec574e4de8a527dbf47fe,Source
"Instructions on how the product shall be installed, adjusted and protected in a sustainable manner shall be provided.",eebfa401e41ef29fe5e06b44440cd6116449d3b8233ec574e4de8a527dbf47fe,Source
Persons of the Applicant demonstrate conformance to the assessment criteria.,eebfa401e41ef29fe5e06b44440cd6116449d3b8233ec574e4de8a527dbf47fe,Source
persons of the Applicant,eebfa401e41ef29fe5e06b44440cd6116449d3b8233ec574e4de8a527dbf47fe,Source
certification,eebfa401e41ef29fe5e06b44440cd6116449d3b8233ec574e4de8a527dbf47fe,Source
laboratory report,eebfa401e41ef29fe5e06b44440cd6116449d3b8233ec574e4de8a527dbf47fe,Source
documentation,eebfa401e41ef29fe5e06b44440cd6116449d3b8233ec574e4de8a527dbf47fe,Source
third party,eebfa401e41ef29fe5e06b44440cd6116449d3b8233ec574e4de8a527dbf47fe,Source
national accreditation systems,eebfa401e41ef29fe5e06b44440cd6116449d3b8233ec574e4de8a527dbf47fe,Source
"The product shall fulfil the quality, safety, air leakage and other functional requirements according to the British Standards, BS EN, ASTM, Chinese National Standard or equivalent national standards.",eebfa401e41ef29fe5e06b44440cd6116449d3b8233ec574e4de8a527dbf47fe,Source
British Standards,eebfa401e41ef29fe5e06b44440cd6116449d3b8233ec574e4de8a527dbf47fe,Source
BS EN,eebfa401e41ef29fe5e06b44440cd6116449d3b8233ec574e4de8a527dbf47fe,Source
ASTM,eebfa401e41ef29fe5e06b44440cd6116449d3b8233ec574e4de8a527dbf47fe,Source
Chinese National Standard,eebfa401e41ef29fe5e06b44440cd6116449d3b8233ec574e4de8a527dbf47fe,Source
national standards,eebfa401e41ef29fe5e06b44440cd6116449d3b8233ec574e4de8a527dbf47fe,Source
glass manufacturer,eebfa401e41ef29fe5e06b44440cd6116449d3b8233ec574e4de8a527dbf47fe,Source
relevant standards,eebfa401e41ef29fe5e06b44440cd6116449d3b8233ec574e4de8a527dbf47fe,Source
Guarantee certificate supplied with the product or made available to the public.,eebfa401e41ef29fe5e06b44440cd6116449d3b8233ec574e4de8a527dbf47fe,Source
guarantee certificate,eebfa401e41ef29fe5e06b44440cd6116449d3b8233ec574e4de8a527dbf47fe,Source
public,eebfa401e41ef29fe5e06b44440cd6116449d3b8233ec574e4de8a527dbf47fe,Source
Manufacturer of the products shall possess valid certificates of ISO14001 or the EU Eco-Management and Audit Scheme.,eebfa401e41ef29fe5e06b44440cd6116449d3b8233ec574e4de8a527dbf47fe,Source
targets,eebfa401e41ef29fe5e06b44440cd6116449d3b8233ec574e4de8a527dbf47fe,Source
environmental impacts,eebfa401e41ef29fe5e06b44440cd6116449d3b8233ec574e4de8a527dbf47fe,Source
manufacturing process,eebfa401e41ef29fe5e06b44440cd6116449d3b8233ec574e4de8a527dbf47fe,Source
A valid ISO14001 or EMAS Certificate issued by local or overseas accredited certification bodies.,eebfa401e41ef29fe5e06b44440cd6116449d3b8233ec574e4de8a527dbf47fe,Source
ISO14001 Certificate,eebfa401e41ef29fe5e06b44440cd6116449d3b8233ec574e4de8a527dbf47fe,Source
EMAS Certificate,eebfa401e41ef29fe5e06b44440cd6116449d3b8233ec574e4de8a527dbf47fe,Source
local certification bodies,eebfa401e41ef29fe5e06b44440cd6116449d3b8233ec574e4de8a527dbf47fe,Source
overseas accredited certification bodies,eebfa401e41ef29fe5e06b44440cd6116449d3b8233ec574e4de8a527dbf47fe,Source
The following essential information shall be provided by the product manufacturer with each delivery of the glazing products or made available to the public.,eebfa401e41ef29fe5e06b44440cd6116449d3b8233ec574e4de8a527dbf47fe,Source
product manufacturer,eebfa401e41ef29fe5e06b44440cd6116449d3b8233ec574e4de8a527dbf47fe,Source
recyclable,99532eec7756303e6c8671695a252c4f6b32ed1732386f42a0abd6927571cd13,Source
durability,99532eec7756303e6c8671695a252c4f6b32ed1732386f42a0abd6927571cd13,Source
Manufacturers,99532eec7756303e6c8671695a252c4f6b32ed1732386f42a0abd6927571cd13,Source
innovative technologies,99532eec7756303e6c8671695a252c4f6b32ed1732386f42a0abd6927571cd13,Source
Low U-value,99532eec7756303e6c8671695a252c4f6b32ed1732386f42a0abd6927571cd13,Source
well insulated glazing product,99532eec7756303e6c8671695a252c4f6b32ed1732386f42a0abd6927571cd13,Source
The packaging requirements are relevant to all primary packaging materials.,99532eec7756303e6c8671695a252c4f6b32ed1732386f42a0abd6927571cd13,Source
The primary packaging materials are usually in direct contact with the contents.,99532eec7756303e6c8671695a252c4f6b32ed1732386f42a0abd6927571cd13,Source
They shall be in the minimal amount of distribution and/or use as they may eventually be disposed by the consumers.,99532eec7756303e6c8671695a252c4f6b32ed1732386f42a0abd6927571cd13,Source
The packaging materials shall not contain halogenated plastics.,99532eec7756303e6c8671695a252c4f6b32ed1732386f42a0abd6927571cd13,Source
"The packaging materials shall be comprised of 100% recycled material or be readily recyclable, decomposable, or contain no coatings, impregnated chemicals or other materials that would prevent recycling or decomposition.",99532eec7756303e6c8671695a252c4f6b32ed1732386f42a0abd6927571cd13,Source
Durability and environmental performance of glazing products is advocated in the glazing industry.,99532eec7756303e6c8671695a252c4f6b32ed1732386f42a0abd6927571cd13,Source
"There is an increasing awareness of 'green products' among the contractors, architects and end-users.",99532eec7756303e6c8671695a252c4f6b32ed1732386f42a0abd6927571cd13,Source
Manufacturers have been investigating and adopting innovative technologies.,99532eec7756303e6c8671695a252c4f6b32ed1732386f42a0abd6927571cd13,Source
Enhance the durability and environmental performance of the glazing products.,99532eec7756303e6c8671695a252c4f6b32ed1732386f42a0abd6927571cd13,Source
High durability of glazing products can reduce resource consumption.,99532eec7756303e6c8671695a252c4f6b32ed1732386f42a0abd6927571cd13,Source
This criterion aims to increase manufacturers' incentives in embedding extra environmental features.,99532eec7756303e6c8671695a252c4f6b32ed1732386f42a0abd6927571cd13,Source
The technology adopted in the glazing manufacturing can enable the glazing products to reduce resources used in maintenance.,99532eec7756303e6c8671695a252c4f6b32ed1732386f42a0abd6927571cd13,Source
Self-cleaning glass.,99532eec7756303e6c8671695a252c4f6b32ed1732386f42a0abd6927571cd13,Source
The technology adopted in the glazing manufacturing can enable the glazing products to reduce resources used in energy.,99532eec7756303e6c8671695a252c4f6b32ed1732386f42a0abd6927571cd13,Source
Instantly reactive glazing technology that changes the glass from clear to a dark blue tint.,99532eec7756303e6c8671695a252c4f6b32ed1732386f42a0abd6927571cd13,Source
A low U-value indicates the glazing product is well insulated.,99532eec7756303e6c8671695a252c4f6b32ed1732386f42a0abd6927571cd13,Source
A reduction of cooling load.,99532eec7756303e6c8671695a252c4f6b32ed1732386f42a0abd6927571cd13,Source
primary packaging materials,99532eec7756303e6c8671695a252c4f6b32ed1732386f42a0abd6927571cd13,Source
Primary packaging materials are usually in direct contact with the contents.,99532eec7756303e6c8671695a252c4f6b32ed1732386f42a0abd6927571cd13,Source
contents,99532eec7756303e6c8671695a252c4f6b32ed1732386f42a0abd6927571cd13,Source
Primary packaging materials shall be in the minimal amount of distribution and/or use.,99532eec7756303e6c8671695a252c4f6b32ed1732386f42a0abd6927571cd13,Source
Packaging materials shall not contain halogenated plastics.,99532eec7756303e6c8671695a252c4f6b32ed1732386f42a0abd6927571cd13,Source
Packaging materials shall be comprised of 100% recycled material or be readily recyclable.,99532eec7756303e6c8671695a252c4f6b32ed1732386f42a0abd6927571cd13,Source
recycled material,99532eec7756303e6c8671695a252c4f6b32ed1732386f42a0abd6927571cd13,Source
Manufacturers have been investigating and adopting innovative technologies to enhance the durability and environmental performance of the glazing products.,99532eec7756303e6c8671695a252c4f6b32ed1732386f42a0abd6927571cd13,Source
manufacturers,99532eec7756303e6c8671695a252c4f6b32ed1732386f42a0abd6927571cd13,Source
resource consumption,99532eec7756303e6c8671695a252c4f6b32ed1732386f42a0abd6927571cd13,Source
The technology adopted in glazing manufacturing can enable the glazing products to reduce resources used in maintenance.,99532eec7756303e6c8671695a252c4f6b32ed1732386f42a0abd6927571cd13,Source
glazing manufacturing,99532eec7756303e6c8671695a252c4f6b32ed1732386f42a0abd6927571cd13,Source
resources,99532eec7756303e6c8671695a252c4f6b32ed1732386f42a0abd6927571cd13,Source
The U-value measures how well a glazing product transfers heat.,99532eec7756303e6c8671695a252c4f6b32ed1732386f42a0abd6927571cd13,Source
low U-value,99532eec7756303e6c8671695a252c4f6b32ed1732386f42a0abd6927571cd13,Source
ISO 8990,2b40087b432a109cc231000f929a3b0d6660dd7698ed74444d7f1e72ff7fb02e,Source
EN-ISO 12567,2b40087b432a109cc231000f929a3b0d6660dd7698ed74444d7f1e72ff7fb02e,Source
EN673,2b40087b432a109cc231000f929a3b0d6660dd7698ed74444d7f1e72ff7fb02e,Source
EN ISO 10077,2b40087b432a109cc231000f929a3b0d6660dd7698ed74444d7f1e72ff7fb02e,Source
product blocks heat,2b40087b432a109cc231000f929a3b0d6660dd7698ed74444d7f1e72ff7fb02e,Source
SHGC,2b40087b432a109cc231000f929a3b0d6660dd7698ed74444d7f1e72ff7fb02e,Source
equation,2b40087b432a109cc231000f929a3b0d6660dd7698ed74444d7f1e72ff7fb02e,Source
amount of visible light transmitted,2b40087b432a109cc231000f929a3b0d6660dd7698ed74444d7f1e72ff7fb02e,Source
EN 410,2b40087b432a109cc231000f929a3b0d6660dd7698ed74444d7f1e72ff7fb02e,Source
ISO 9050,2b40087b432a109cc231000f929a3b0d6660dd7698ed74444d7f1e72ff7fb02e,Source
light reflected by the glazing product,2b40087b432a109cc231000f929a3b0d6660dd7698ed74444d7f1e72ff7fb02e,Source
hindrances caused by sunlight,2b40087b432a109cc231000f929a3b0d6660dd7698ed74444d7f1e72ff7fb02e,Source
Spectral measurements,2b40087b432a109cc231000f929a3b0d6660dd7698ed74444d7f1e72ff7fb02e,Source
ASTM E903,2b40087b432a109cc231000f929a3b0d6660dd7698ed74444d7f1e72ff7fb02e,Source
Energy Management,2b40087b432a109cc231000f929a3b0d6660dd7698ed74444d7f1e72ff7fb02e,Source
policies and procedures,2b40087b432a109cc231000f929a3b0d6660dd7698ed74444d7f1e72ff7fb02e,Source
Bonus points will be awarded if the U-value of the product reaches the standard in Table 1.,2b40087b432a109cc231000f929a3b0d6660dd7698ed74444d7f1e72ff7fb02e,Source
The U-value meets the limits below.,2b40087b432a109cc231000f929a3b0d6660dd7698ed74444d7f1e72ff7fb02e,Source
The U-value should be measured according to the applicable ISO 8990 or EN-ISO 12567 standard.,2b40087b432a109cc231000f929a3b0d6660dd7698ed74444d7f1e72ff7fb02e,Source
The U-value can be calculated according to the standard EN673 and EN ISO 10077.,2b40087b432a109cc231000f929a3b0d6660dd7698ed74444d7f1e72ff7fb02e,Source
SC or SHGC of the glazing products shall meet the limits below (Table 2).,2b40087b432a109cc231000f929a3b0d6660dd7698ed74444d7f1e72ff7fb02e,Source
Bonus points will be awarded if SC or SHGC of the product meets the standard in Table 2.,2b40087b432a109cc231000f929a3b0d6660dd7698ed74444d7f1e72ff7fb02e,Source
VLT of the glazing product shall be greater than 50%.,2b40087b432a109cc231000f929a3b0d6660dd7698ed74444d7f1e72ff7fb02e,Source
FIVE bonus points will be awarded if VLT of the product shall reach 70%.,2b40087b432a109cc231000f929a3b0d6660dd7698ed74444d7f1e72ff7fb02e,Source
The external reflectance of glazing product shall be less than 20%.,2b40087b432a109cc231000f929a3b0d6660dd7698ed74444d7f1e72ff7fb02e,Source
Limiting external reflectance on buildings is intended to minimise hindrances caused by sunlight.,2b40087b432a109cc231000f929a3b0d6660dd7698ed74444d7f1e72ff7fb02e,Source
"Laboratory test report(s) on the SC, SHGC, external reflectance and VLT of the glazing product.",2b40087b432a109cc231000f929a3b0d6660dd7698ed74444d7f1e72ff7fb02e,Source
Spectral measurements shall comply with ASTM E903 and the SHGC and VLT should be measured in accordance with the EN 410 or ISO 9050 standard.,2b40087b432a109cc231000f929a3b0d6660dd7698ed74444d7f1e72ff7fb02e,Source
Bonus points,2b40087b432a109cc231000f929a3b0d6660dd7698ed74444d7f1e72ff7fb02e,Source
standard,2b40087b432a109cc231000f929a3b0d6660dd7698ed74444d7f1e72ff7fb02e,Source
Table 1,2b40087b432a109cc231000f929a3b0d6660dd7698ed74444d7f1e72ff7fb02e,Source
SC or SHGC of the glazing products shall meet the limits in Table 2.,2b40087b432a109cc231000f929a3b0d6660dd7698ed74444d7f1e72ff7fb02e,Source
SC,2b40087b432a109cc231000f929a3b0d6660dd7698ed74444d7f1e72ff7fb02e,Source
limits,2b40087b432a109cc231000f929a3b0d6660dd7698ed74444d7f1e72ff7fb02e,Source
Table 2,2b40087b432a109cc231000f929a3b0d6660dd7698ed74444d7f1e72ff7fb02e,Source
50%,2b40087b432a109cc231000f929a3b0d6660dd7698ed74444d7f1e72ff7fb02e,Source
FIVE bonus points will be awarded if VLT of the product reaches 70%.,2b40087b432a109cc231000f929a3b0d6660dd7698ed74444d7f1e72ff7fb02e,Source
FIVE bonus points,2b40087b432a109cc231000f929a3b0d6660dd7698ed74444d7f1e72ff7fb02e,Source
70%,2b40087b432a109cc231000f929a3b0d6660dd7698ed74444d7f1e72ff7fb02e,Source
External reflectance of the glazing product shall be less than 20%.,2b40087b432a109cc231000f929a3b0d6660dd7698ed74444d7f1e72ff7fb02e,Source
20%,2b40087b432a109cc231000f929a3b0d6660dd7698ed74444d7f1e72ff7fb02e,Source
Laboratory test report(s),2b40087b432a109cc231000f929a3b0d6660dd7698ed74444d7f1e72ff7fb02e,Source
external reflectance,2b40087b432a109cc231000f929a3b0d6660dd7698ed74444d7f1e72ff7fb02e,Source
Spectral measurements shall comply with ASTM E903.,2b40087b432a109cc231000f929a3b0d6660dd7698ed74444d7f1e72ff7fb02e,Source
The SHGC and VLT should be measured in accordance with the EN 410 or ISO 9050 standard.,2b40087b432a109cc231000f929a3b0d6660dd7698ed74444d7f1e72ff7fb02e,Source
The Applicant shall have effective energy management policies and procedures.,2b40087b432a109cc231000f929a3b0d6660dd7698ed74444d7f1e72ff7fb02e,Source
energy management policies,2b40087b432a109cc231000f929a3b0d6660dd7698ed74444d7f1e72ff7fb02e,Source
procedures,2b40087b432a109cc231000f929a3b0d6660dd7698ed74444d7f1e72ff7fb02e,Source
support,358e27aa8cb80a53caff5249ed064f301e8cbb8ea1a8f0f74f2acacaccb20648,Source
Support,358e27aa8cb80a53caff5249ed064f301e8cbb8ea1a8f0f74f2acacaccb20648,Source
initiatives,358e27aa8cb80a53caff5249ed064f301e8cbb8ea1a8f0f74f2acacaccb20648,Source
Initiatives,358e27aa8cb80a53caff5249ed064f301e8cbb8ea1a8f0f74f2acacaccb20648,Source
reduce energy use,358e27aa8cb80a53caff5249ed064f301e8cbb8ea1a8f0f74f2acacaccb20648,Source
improve energy efficiency,358e27aa8cb80a53caff5249ed064f301e8cbb8ea1a8f0f74f2acacaccb20648,Source
Energy management policies,358e27aa8cb80a53caff5249ed064f301e8cbb8ea1a8f0f74f2acacaccb20648,Source
verification,358e27aa8cb80a53caff5249ed064f301e8cbb8ea1a8f0f74f2acacaccb20648,Source
Verification,358e27aa8cb80a53caff5249ed064f301e8cbb8ea1a8f0f74f2acacaccb20648,Source
carcinogenic substances,358e27aa8cb80a53caff5249ed064f301e8cbb8ea1a8f0f74f2acacaccb20648,Source
Carcinogenic substances,358e27aa8cb80a53caff5249ed064f301e8cbb8ea1a8f0f74f2acacaccb20648,Source
International Agency for Research on Cancer,358e27aa8cb80a53caff5249ed064f301e8cbb8ea1a8f0f74f2acacaccb20648,Source
polybrominated diphenyl ethers,358e27aa8cb80a53caff5249ed064f301e8cbb8ea1a8f0f74f2acacaccb20648,Source
Tinted glazing products,358e27aa8cb80a53caff5249ed064f301e8cbb8ea1a8f0f74f2acacaccb20648,Source
Double/triple glazing products,358e27aa8cb80a53caff5249ed064f301e8cbb8ea1a8f0f74f2acacaccb20648,Source
100-year global warming potential > 5,358e27aa8cb80a53caff5249ed064f301e8cbb8ea1a8f0f74f2acacaccb20648,Source
self-declaration letter,358e27aa8cb80a53caff5249ed064f301e8cbb8ea1a8f0f74f2acacaccb20648,Source
production documentation,358e27aa8cb80a53caff5249ed064f301e8cbb8ea1a8f0f74f2acacaccb20648,Source
Points,358e27aa8cb80a53caff5249ed064f301e8cbb8ea1a8f0f74f2acacaccb20648,Source
evaluation criteria,358e27aa8cb80a53caff5249ed064f301e8cbb8ea1a8f0f74f2acacaccb20648,Source
Initiatives taken to reduce energy use and improve energy efficiency are submitted as support for an energy management programme.,358e27aa8cb80a53caff5249ed064f301e8cbb8ea1a8f0f74f2acacaccb20648,Source
"Energy management policies, procedures and programmes are written or signed by the Chief Executive Officer or other authorised representative of the Applicant.",358e27aa8cb80a53caff5249ed064f301e8cbb8ea1a8f0f74f2acacaccb20648,Source
"The glazing product shall not contain any carcinogenic substances or chemicals classified by the IARC in Group 1, 2A or 2B.",358e27aa8cb80a53caff5249ed064f301e8cbb8ea1a8f0f74f2acacaccb20648,Source
Any such carcinogens known to be present as contaminants shall be less than 0.1% by weight of the product.,358e27aa8cb80a53caff5249ed064f301e8cbb8ea1a8f0f74f2acacaccb20648,Source
"The product shall not contain organotin compounds, phthalates, or polybrominated diphenyl ethers (PBDEs), and be classified as harmful, toxic, or very toxic in accordance with EU Directives 2001/59/EC.",358e27aa8cb80a53caff5249ed064f301e8cbb8ea1a8f0f74f2acacaccb20648,Source
"The product shall not contain toxic heavy metals, or ingredients containing heavy metals, including lead, cadmium, mercury, chromium, arsenic, selenium, antimony, and cobalt.",358e27aa8cb80a53caff5249ed064f301e8cbb8ea1a8f0f74f2acacaccb20648,Source
This requirement is for tinted glazing products only.,358e27aa8cb80a53caff5249ed064f301e8cbb8ea1a8f0f74f2acacaccb20648,Source
